Fecha,Valor
2019-06-19T00:00:00,24.6849
2019-06-20T00:00:00,24.6843
2019-06-21T00:00:00,24.6836
2019-06-24T00:00:00,24.6826
2019-06-25T00:00:00,24.6815
2019-06-26T00:00:00,24.6809
2019-06-27T00:00:00,24.6799
2019-06-28T00:00:00,24.6792
2019-07-01T00:00:00,24.6782
2019-07-02T00:00:00,24.6769
2019-07-03T00:00:00,24.673
2019-07-04T00:00:00,24.674
2019-07-05T00:00:00,24.672
2019-07-08T00:00:00,24.6721
2019-07-09T00:00:00,24.6548
2019-07-10T00:00:00,24.661
2019-07-11T00:00:00,24.6517
2019-07-12T00:00:00,24.6611
2019-07-15T00:00:00,24.6618
2019-07-16T00:00:00,24.6564
2019-07-17T00:00:00,24.6685
2019-07-18T00:00:00,24.6573
2019-07-19T00:00:00,24.6695
2019-07-22T00:00:00,24.6764
2019-07-23T00:00:00,24.6786
2019-07-24T00:00:00,24.6813
2019-07-25T00:00:00,24.679
2019-07-26T00:00:00,24.6833
2019-07-29T00:00:00,24.6825
2019-07-30T00:00:00,24.6779
2019-07-31T00:00:00,24.6851
2019-08-01T00:00:00,24.6828
2019-08-02T00:00:00,24.6797
2019-08-05T00:00:00,24.689
2019-08-06T00:00:00,24.6906
2019-08-07T00:00:00,24.693
2019-08-08T00:00:00,24.6945
2019-08-09T00:00:00,24.7005
2019-08-12T00:00:00,24.7068
2019-08-13T00:00:00,24.7119
2019-08-14T00:00:00,24.7051
2019-08-15T00:00:00,24.7108
2019-08-16T00:00:00,24.7158
2019-08-19T00:00:00,24.7197
2019-08-20T00:00:00,24.7162
2019-08-21T00:00:00,24.7262
2019-08-22T00:00:00,24.7273
2019-08-23T00:00:00,24.7278
2019-08-26T00:00:00,24.7312
2019-08-27T00:00:00,24.7334
2019-08-28T00:00:00,24.7334
2019-08-29T00:00:00,24.7339
2019-08-30T00:00:00,24.7434
2019-09-02T00:00:00,24.7508
2019-09-03T00:00:00,24.7407
2019-09-04T00:00:00,24.7565
2019-09-05T00:00:00,24.7512
2019-09-06T00:00:00,24.7613
2019-09-09T00:00:00,24.7669
2019-09-10T00:00:00,24.7654
2019-09-11T00:00:00,24.7755
2019-09-12T00:00:00,24.7746
2019-09-13T00:00:00,24.7908
2019-09-17T00:00:00,24.7924
2019-09-18T00:00:00,24.7868
2019-09-19T00:00:00,24.7919
2019-09-20T00:00:00,24.7942
2019-09-23T00:00:00,24.8017
2019-09-24T00:00:00,24.7935
2019-09-25T00:00:00,24.7927
2019-09-26T00:00:00,24.7965
2019-09-27T00:00:00,24.7954
2019-10-07T00:00:00,24.798
2019-10-08T00:00:00,24.7468
2019-10-09T00:00:00,24.8011
2019-10-10T00:00:00,24.8026
2019-10-11T00:00:00,24.8015
2019-10-14T00:00:00,24.8038
2019-10-15T00:00:00,24.8007
2019-10-16T00:00:00,24.8155
2019-10-17T00:00:00,24.8132
2019-10-18T00:00:00,24.8213
2019-10-21T00:00:00,24.8221
2019-10-22T00:00:00,24.8236
2019-10-23T00:00:00,24.8222
